country	date	population	daily_confirmed	daily_death	daily_recovered	confirmed	death	recovered
Turkey	2020-12-05	84339067	30402	195	4011	797893	14705	427242
Spain	2020-12-05	46754778	0	0	0	1684647	46252	150376
Hong Kong(China)	2020-12-05	7547652	95	0	56	6802	112	5511
Singapore	2020-12-05	5850342	5	0	2	58255	29	58158
India	2020-12-05	1380004385	32981	391	39109	9644222	140182	9100792
Indonesia	2020-12-05	273523615	6089	151	4322	569707	17589	470449
United Kingdom	2020-12-05	67886011	17372	231	86	1710382	61111	3653
Vietnam	2020-12-05	97338579	1	0	0	1365	35	1220
China	2020-12-05	1431776124	15	0	16	86665	4634	81748
United Arab Emirates	2020-12-06	9890402	1148	2	579	176429	592	159132
Australia	2020-12-06	25499884	15	0	4	27972	908	22456
Brazil	2020-12-06	212559417	27024	425	30869	6606947	177058	5866657
Germany	2020-12-06	83783942	5456	445	20416	1194550	18989	868285
Russia	2020-12-06	145934462	27798	447	18649	2439163	42675	1920744
France	2020-12-06	65273511	3411	366	699	2347630	55246	175220
Philippines	2020-12-06	109581078	1565	18	68	439834	8554	408634
"Korea, South"	2020-12-06	51269185	594	3	349	38161	549	29301
Netherlands	2020-12-06	17134872	7122	18	41	566628	9768	7300
Canada	2020-12-06	37742154	7924	125	9659	416628	12753	334375
Malaysia	2020-12-06	32365999	1600	2	1033	72694	382	61272
US	2020-12-06	331002651	196554	1559	0	14879215	285583	0
Mexico	2020-12-06	128932753	6399	357	7369	1175850	109717	866186
Japan	2020-12-06	126476461	1531	39	1626	162804	2359	135121
Thailand	2020-12-06	69799978	21	0	6	4086	60	3868
Turkey	2020-12-06	84339067	32137	203	5017	828295	14900	431253
Spain	2020-12-06	46754778	17681	394	0	1684647	46252	150376
Hong Kong(China)	2020-12-06	7547652	78	0	59	6897	112	5567
Singapore	2020-12-06	5850342	13	0	8	58260	29	58160
India	2020-12-06	1380004385	26567	385	39045	9677203	140573	9139901
Indonesia	2020-12-06	273523615	5754	127	4431	575796	17740	474771
United Kingdom	2020-12-06	67886011	14774	189	11	1727754	61342	3739
Vietnam	2020-12-06	97338579	1	0	4	1366	35	1220
China	2020-12-06	1431776124	15	0	14	86680	4634	81764
United Arab Emirates	2020-12-07	9890402	1260	2	584	177577	594	159711
Australia	2020-12-07	25499884	6	0	1	27987	908	22460
Brazil	2020-12-07	212559417	47796	798	67966	6633971	177483	5897526
Germany	2020-12-07	83783942	29263	568	20357	1200006	19434	888701
Russia	2020-12-07	145934462	25752	552	24471	2466961	43122	1939393
France	2020-12-07	65273511	14044	838	1639	2351041	55612	175919
Philippines	2020-12-07	109581078	1386	98	88	441399	8572	408702
"Korea, South"	2020-12-07	51269185	677	4	527	38755	552	29650
Netherlands	2020-12-07	17134872	6247	71	72	573750	9786	7341
Canada	2020-12-07	37742154	6073	96	5595	424552	12878	344034
Malaysia	2020-12-07	32365999	1012	4	1750	74294	384	62305
US	2020-12-07	331002651	224501	2583	0	15075769	287142	0
Mexico	2020-12-07	128932753	11006	800	7495	1182249	110074	873555
Japan	2020-12-07	126476461	2176	47	2091	164335	2398	136747
Thailand	2020-12-07	69799978	19	0	6	4107	60	3874
Turkey	2020-12-07	84339067	33198	211	5245	860432	15103	436270
Spain	2020-12-07	46754778	0	0	0	1702328	46646	150376
Hong Kong(China)	2020-12-07	7547652	100	0	70	6975	112	5626
Singapore	2020-12-07	5850342	12	0	8	58273	29	58168
India	2020-12-07	1380004385	32080	402	36635	9703770	140958	9178946
Indonesia	2020-12-07	273523615	5292	133	4295	581550	17867	479202
United Kingdom	2020-12-07	67886011	12386	599	18	1742528	61531	3750
Vietnam	2020-12-07	97338579	10	0	0	1367	35	1224
China	2020-12-07	1431776124	12	0	9	86695	4634	81778
United Arab Emirates	2020-12-08	9890402	1313	2	789	178837	596	160295
Australia	2020-12-08	25499884	7	0	12	27993	908	22461
Brazil	2020-12-08	212559417	54591	853	626	6681767	178281	5965492
Germany	2020-12-08	83783942	25089	458	20214	1229269	20002	909058
Russia	2020-12-08	145934462	25838	546	25846	2492713	43674	1963864
France	2020-12-08	65273511	14675	297	1379	2365085	56450	177558
Philippines	2020-12-08	109581078	1379	7	152	442785	8670	408790
"Korea, South"	2020-12-08	51269185	666	8	460	39432	556	30177
Netherlands	2020-12-08	17134872	6646	66	138	579997	9857	7413
Canada	2020-12-08	37742154	6313	110	5772	430625	12974	349629
Malaysia	2020-12-08	32365999	959	5	1068	75306	388	64055
US	2020-12-08	331002651	220626	3181	0	15300270	289725	0
Mexico	2020-12-08	128932753	11974	781	8118	1193255	110874	881050
Japan	2020-12-08	126476461	2810	42	1628	166511	2445	138838
Thailand	2020-12-08	69799978	25	0	8	4126	60	3880
Turkey	2020-12-08	84339067	31712	217	5846	893630	15314	441515
Spain	2020-12-08	46754778	9773	373	0	1702328	46646	150376
Hong Kong(China)	2020-12-08	7547652	104	2	87	7075	112	5696
Singapore	2020-12-08	5850342	6	0	6	58285	29	58176
India	2020-12-08	1380004385	31521	412	37725	9735850	141360	9215581
Indonesia	2020-12-08	273523615	6058	171	3948	586842	18000	483497
United Kingdom	2020-12-08	67886011	16634	533	13	1754914	62130	3768
Vietnam	2020-12-08	97338579	4	0	1	1377	35	1224
China	2020-12-08	1431776124	12	0	12	86707	4634	81787
United Arab Emirates	2020-12-09	9890402	1255	4	657	180150	598	161084
Australia	2020-12-09	25499884	11	0	1	28000	908	22473
Brazil	2020-12-09	212559417	53550	769	77101	6736358	179134	5966118
Germany	2020-12-09	83783942	32734	604	20641	1254358	20460	929272
Russia	2020-12-09	145934462	27562	549	25427	2518551	44220	1989710
France	2020-12-09	65273511	13872	296	1411	2379760	56747	178937
Philippines	2020-12-09	109581078	1376	24	116	444164	8677	408942
"Korea, South"	2020-12-09	51269185	688	8	520	40098	564	30637
Netherlands	2020-12-09	17134872	8830	62	100	586643	9923	7551
Canada	2020-12-09	37742154	6657	123	5619	436938	13084	355401
Malaysia	2020-12-09	32365999	2234	3	1112	76265	393	65123
US	2020-12-09	331002651	234139	2986	0	15520896	292906	0
Mexico	2020-12-09	128932753	11897	671	6962	1205229	111655	889168
Japan	2020-12-09	126476461	2969	26	2384	169321	2487	140466
Thailand	2020-12-09	69799978	18	0	15	4151	60	3888
Turkey	2020-12-09	84339067	823225	220	5232	925342	15531	447361
Spain	2020-12-09	46754778	7955	325	0	1712101	47019	150376
Hong Kong(China)	2020-12-09	7547652	112	0	117	7179	114	5783
Singapore	2020-12-09	5850342	6	0	6	58291	29	58182
India	2020-12-09	1380004385	29373	413	37503	9767371	141772	9253306
Indonesia	2020-12-09	273523615	6033	165	4530	592900	18171	487445
United Kingdom	2020-12-09	67886011	21066	516	9	1771548	62663	3781
Vietnam	2020-12-09	97338579	4	0	0	1381	35	1225
China	2020-12-09	1431776124	15	0	8	86719	4634	81799
United Arab Emirates	2020-12-10	9890402	1196	5	694	181405	602	161741
Australia	2020-12-10	25499884	14	0	6	28011	908	22474
Brazil	2020-12-10	212559417	52550	661	35068	6789908	179903	6043219
Germany	2020-12-10	83783942	27217	503	16325	1287092	21064	949913
Russia	2020-12-10	145934462	28206	601	25869	2546113	44769	2015137
France	2020-12-10	65273511	13489	628	1233	2393632	57043	180348
Philippines	2020-12-10	109581078	1499	8	271	445540	8701	409058
"Korea, South"	2020-12-10	51269185	950	6	336	40786	572	31157
Netherlands	2020-12-10	17134872	8979	66	96	595473	9985	7651
Canada	2020-12-10	37742154	6970	133	6817	443595	13207	361020
Malaysia	2020-12-10	32365999	1810	6	937	78499	396	66235
US	2020-12-10	331002651	240447	3381	0	15755035	295892	0
Mexico	2020-12-10	128932753	12253	693	7912	1217126	112326	896130
Japan	2020-12-10	126476461	2795	41	2008	172290	2513	142850
Thailand	2020-12-10	69799978	11	0	12	4169	60	3903
Turkey	2020-12-10	84339067	32106	226	5516	1748567	15751	452593
Spain	2020-12-10	46754778	10519	280	0	1720056	47344	150376
Hong Kong(China)	2020-12-10	7547652	86	0	96	7291	114	5900
Singapore	2020-12-10	5850342	8	0	4	58297	29	58188
India	2020-12-10	1380004385	30031	443	33519	9796744	142185	9290809
Indonesia	2020-12-10	273523615	6310	175	4911	598933	18336	491975
United Kingdom	2020-12-10	67886011	21784	424	12	1792614	63179	3790
Vietnam	2020-12-10	97338579	6	0	13	1385	35	1225
China	2020-12-10	1431776124	13	0	12	86734	4634	81807
United Arab Emirates	2020-12-11	9890402	1154	2	613	182601	607	162435
Australia	2020-12-11	25499884	5	0	4	28025	908	22480
Brazil	2020-12-11	212559417	42324	677	0	6842458	180564	6078287
Germany	2020-12-11	83783942	21792	333	9693	1314309	21567	966238
Russia	2020-12-11	145934462	27729	553	25704	2574319	45370	2041006
France	2020-12-11	65273511	13947	193	0	2407121	57671	181581
Philippines	2020-12-11	109581078	1292	21	104	447039	8709	409329
"Korea, South"	2020-12-11	51269185	1030	2	321	41736	578	31493
Netherlands	2020-12-11	17134872	9178	53	91	604452	10051	7747
Canada	2020-12-11	37742154	6100	97	6061	450565	13340	367837
Malaysia	2020-12-11	32365999	1937	9	911	80309	402	67172
US	2020-12-11	331002651	222447	2533	0	15995482	299273	0
Mexico	2020-12-11	128932753	12057	685	7923	1229379	113019	904042
Japan	2020-12-11	126476461	3037	28	2510	175085	2554	144858
Thailand	2020-12-11	69799978	12	0	8	4180	60	3915
Turkey	2020-12-11	84339067	29136	222	1123456	1780673	15977	458109
Spain	2020-12-11	46754778	0	0	0	1730575	47624	150376
Hong Kong(China)	2020-12-11	7547652	69	1	118	7377	114	5996
Singapore	2020-12-11	5850342	8	0	5	58305	29	58192
India	2020-12-11	1380004385	30254	391	33136	9826775	142628	9324328
Indonesia	2020-12-11	273523615	6388	142	4490	605243	18511	496886
United Kingdom	2020-12-11	67886011	21554	520	6	1814398	63603	3802
Vietnam	2020-12-11	97338579	4	0	0	1391	35	1238
China	2020-12-11	1431776124	24	0	11	86747	4634	81819
United Arab Emirates	2020-12-12	9890402	1194	8	631	183755	609	163048
Australia	2020-12-12	25499884	7	0	1	28030	908	22484
Brazil	2020-12-12	212559417	22029	295	60062	6884782	181241	6078287
Germany	2020-12-12	83783942	14709	206	14776	1336101	21900	975931
Russia	2020-12-12	145934462	27651	481	20177	2602048	45923	2066710
France	2020-12-12	65273511	11533	150	1104	2421068	57864	181581
Philippines	2020-12-12	109581078	1069	3	9254	448331	8730	409433
"Korea, South"	2020-12-12	51269185	718	7	288	42766	580	31814
Netherlands	2020-12-12	17134872	9937	30	34	613630	10104	7838
Canada	2020-12-12	37742154	5659	81	4755	456665	13437	373898
Malaysia	2020-12-12	32365999	1229	4	1309	82246	411	68083
US	2020-12-12	331002651	191837	1659	0	16217929	301806	0
Mexico	2020-12-12	128932753	8608	249	6716	1241436	113704	911965
Japan	2020-12-12	126476461	2383	20	1762	178122	2582	147368
Thailand	2020-12-12	69799978	17	0	17	4192	60	3923
Turkey	2020-12-12	84339067	26919	218	22215	1809809	16199	1581565
Spain	2020-12-12	46754778	0	0	0	1730575	47624	150376
Hong Kong(China)	2020-12-12	7547652	95	2	88	7446	115	6114
Singapore	2020-12-12	5850342	7	0	11	58313	29	58197
India	2020-12-12	1380004385	27071	336	30695	9857029	143019	9357464
Indonesia	2020-12-12	273523615	6189	166	4460	611631	18653	501376
United Kingdom	2020-12-12	67886011	18541	144	208	1835952	64123	3808
Vietnam	2020-12-12	97338579	2	0	3	1395	35	1238
China	2020-12-12	1431776124	16	0	9	86771	4634	81830
United Arab Emirates	2020-12-13	9890402	1092	1	670	184949	617	163679
Australia	2020-12-13	25499884	11	0	13	28037	908	22485
Brazil	2020-12-13	212559417	27380	513	19700	6906811	181536	6138349
Germany	2020-12-13	83783942	6451	528	21370	1350810	22106	990707
Russia	2020-12-13	145934462	26902	442	18527	2629699	46404	2086887
France	2020-12-13	65273511	3192	376	655	2432601	58014	182685
Philippines	2020-12-13	109581078	1333	24	36	449400	8733	418687
"Korea, South"	2020-12-13	51269185	880	13	457	43484	587	32102
Netherlands	2020-12-13	17134872	8518	34	72	623567	10134	7872
Canada	2020-12-13	37742154	8391	143	6368	462324	13518	378653
Malaysia	2020-12-13	32365999	1371	4	1204	83475	415	69392
US	2020-12-13	331002651	212028	1649	0	16409766	303465	0
Mexico	2020-12-13	128932753	5930	345	9073	1250044	113953	918681
Japan	2020-12-13	126476461	1681	47	1661	180505	2602	149130
Thailand	2020-12-13	69799978	28	0	9	4209	60	3940
Turkey	2020-12-13	84339067	29617	229	28164	1836728	16417	1603780
Spain	2020-12-13	46754778	21309	389	0	1730575	47624	150376
Hong Kong(China)	2020-12-13	7547652	82	3	64	7541	117	6202
Singapore	2020-12-13	5850342	5	0	2	58320	29	58208
India	2020-12-13	1380004385	22065	354	34477	9884100	143355	9388159
Indonesia	2020-12-13	273523615	5489	137	5121	617820	18819	505836
United Kingdom	2020-12-13	67886011	20377	233	35	1854493	64267	4016
Vietnam	2020-12-13	97338579	5	0	5	1397	35	1241
China	2020-12-13	1431776124	17	0	17	86787	4634	81839
United Arab Emirates	2020-12-14	9890402	1226	4	674	186041	618	164349
Australia	2020-12-14	25499884	12	0	0	28048	908	22498
Brazil	2020-12-14	212559417	48032	934	48434	6934191	182049	6158049
Germany	2020-12-14	83783942	33825	910	19644	1357261	22634	1012077
Russia	2020-12-14	145934462	26265	564	24392	2656601	46846	2105414
France	2020-12-14	65273511	11725	791	1440	2435793	58390	183340
Philippines	2020-12-14	109581078	1106	55	144	450733	8757	418723
"Korea, South"	2020-12-14	51269185	1078	12	388	44364	600	32559
Netherlands	2020-12-14	17134872	6716	86	133	632085	10168	7944
Canada	2020-12-14	37742154	6400	107	6414	470715	13661	385021
Malaysia	2020-12-14	32365999	1772	3	1084	84846	419	70596
US	2020-12-14	331002651	223185	2987	0	16621794	305114	0
Mexico	2020-12-14	128932753	11228	801	10335	1255974	114298	927754
Japan	2020-12-14	126476461	2426	53	2572	182186	2649	150791
Thailand	2020-12-14	69799978	9	0	28	4237	60	3949
Turkey	2020-12-14	84339067	32102	235	29247	1866345	16646	1631944
Spain	2020-12-14	46754778	10328	388	0	1751884	48013	150376
Hong Kong(China)	2020-12-14	7547652	98	3	79	7623	120	6266
Singapore	2020-12-14	5850342	16	0	23	58325	29	58210
India	2020-12-14	1380004385	26382	387	33813	9906165	143709	9422636
Indonesia	2020-12-14	273523615	6120	155	5699	623309	18956	510957
United Kingdom	2020-12-14	67886011	18569	506	45	1874870	64500	4051
Vietnam	2020-12-14	97338579	3	0	6	1402	35	1246
China	2020-12-14	1431776124	12	0	10	86804	4634	81856
United Arab Emirates	2020-12-15	9890402	1278	4	726	187267	622	165023
Australia	2020-12-15	25499884	12	0	6	28060	908	22498
Brazil	2020-12-15	212559417	66124	941	32709	6982223	182983	6206483
Germany	2020-12-15	83783942	32744	729	24756	1391086	23544	1031721
Russia	2020-12-15	145934462	26074	584	26036	2682866	47410	2129806
France	2020-12-15	65273511	17720	290	1224	2447518	59181	184780
Philippines	2020-12-15	109581078	1149	21	415	451839	8812	418867
"Korea, South"	2020-12-15	51269185	1011	22	663	45442	612	32947
Netherlands	2020-12-15	17134872	11271	79	75	638801	10254	8077
Canada	2020-12-15	37742154	6637	128	5782	477115	13768	391435
Malaysia	2020-12-15	32365999	1295	7	1052	86618	422	71680
US	2020-12-15	331002651	236793	3733	0	16844979	308101	0
Mexico	2020-12-15	128932753	10297	670	7584	1267202	115099	938089
Japan	2020-12-15	126476461	2996	53	2028	184612	2702	153363
Thailand	2020-12-15	69799978	15	0	12	4246	60	3977
Turkey	2020-12-15	84339067	29718	240	29922	1898447	16881	1661191
Spain	2020-12-15	46754778	11078	195	0	1762212	48401	150376
Hong Kong(China)	2020-12-15	7547652	82	0	94	7721	123	6345
Singapore	2020-12-15	5850342	12	0	5	58341	29	58233
India	2020-12-15	1380004385	24010	355	33291	9932547	144096	9456449
Indonesia	2020-12-15	273523615	6725	137	5328	629429	19111	516656
United Kingdom	2020-12-15	67886011	25300	612	13	1893439	65006	4096
Vietnam	2020-12-15	97338579	0	0	0	1405	35	1252
China	2020-12-15	1431776124	7	0	21	86816	4634	81866
United Arab Emirates	2020-12-16	9890402	1321	3	792	188545	626	165749
Australia	2020-12-16	25499884	21	0	3	28072	908	22504
Brazil	2020-12-16	212559417	68699	1061	62355	7048347	183924	6239192
Germany	2020-12-16	83783942	30179	754	22467	1423830	24273	1056477
Russia	2020-12-16	145934462	27787	574	25854	2708940	47994	2155842
France	2020-12-16	65273511	18398	261	1195	2465238	59471	186004
Philippines	2020-12-16	109581078	1459	17	620	452988	8833	419282
"Korea, South"	2020-12-16	51269185	1062	11	372	46453	634	33610
Netherlands	2020-12-16	17134872	12871	75	172	650072	10333	8152
Canada	2020-12-16	37742154	7469	148	6450	483752	13896	397217
Malaysia	2020-12-16	32365999	1220	3	1297	87913	429	72732
US	2020-12-16	331002651	238972	3450	0	17081772	311834	0
Mexico	2020-12-16	128932753	11799	718	8089	1277499	115769	945673
Japan	2020-12-16	126476461	3209	38	2740	187608	2755	155391
Thailand	2020-12-16	69799978	20	0	16	4261	60	3989
Turkey	2020-12-16	84339067	27515	243	30494	1928165	17121	1691113
Spain	2020-12-16	46754778	12131	181	0	1773290	48596	150376
Hong Kong(China)	2020-12-16	7547652	96	2	95	7803	123	6439
Singapore	2020-12-16	5850342	24	0	14	58353	29	58238
India	2020-12-16	1380004385	22890	338	31087	9956557	144451	9489740
Indonesia	2020-12-16	273523615	7354	142	4995	636154	19248	521984
United Kingdom	2020-12-16	67886011	35532	532	17	1918739	65618	4109
Vietnam	2020-12-16	97338579	2	0	11	1405	35	1252
China	2020-12-16	1431776124	12	0	8	86823	4634	81887
United Arab Emirates	2020-12-17	9890402	1284	1	765	189866	629	166541
Australia	2020-12-17	25499884	33	0	1	28093	908	22507
Brazil	2020-12-17	212559417	52853	817	21408	7117046	184985	6301547
Germany	2020-12-17	83783942	32830	727	17038	1454009	25027	1078944
Russia	2020-12-17	145934462	28116	602	25702	2736727	48568	2181696
France	2020-12-17	65273511	15875	612	1289	2483636	59732	187199
Philippines	2020-12-17	109581078	2115	25	764	454447	8850	419902
"Korea, South"	2020-12-17	51269185	1055	14	352	47515	645	33982
Netherlands	2020-12-17	17134872	12024	84	137	662943	10408	8324
Canada	2020-12-17	37742154	7052	122	7321	491221	14044	403667
Malaysia	2020-12-17	32365999	1683	0	1214	89133	432	74029
US	2020-12-17	331002651	250488	2942	0	17320744	315284	0
Mexico	2020-12-17	128932753	12248	762	8635	1289298	116487	953762
Japan	2020-12-17	126476461	2837	48	2499	190817	2793	158131
Thailand	2020-12-17	69799978	16	0	19	4281	60	4005
Turkey	2020-12-17	84339067	26410	246	31945	1955680	17364	1721607
Spain	2020-12-17	46754778	11815	149	0	1785421	48777	150376
Hong Kong(China)	2020-12-17	7547652	70	4	94	7899	125	6534
Singapore	2020-12-17	5850342	9	0	13	58377	29	58252
India	2020-12-17	1380004385	25152	347	29885	9979447	144789	9520827
Indonesia	2020-12-17	273523615	6689	124	5016	643508	19390	526979
United Kingdom	2020-12-17	67886011	28560	490	141	1954271	66150	4126
Vietnam	2020-12-17	97338579	3	0	3	1407	35	1263
China	2020-12-17	1431776124	17	0	15	86835	4634	81895
United Arab Emirates	2020-12-18	9890402	1254	4	823	191150	630	167306
Australia	2020-12-18	25499884	42	0	4	28126	908	22508
Brazil	2020-12-18	212559417	48242	659	65983	7169899	185802	6322955
Germany	2020-12-18	83783942	21679	417	11133	1486839	25754	1095982
Russia	2020-12-18	145934462	27772	574	25662	2764843	49170	2207398
France	2020-12-18	65273511	17428	189	915	2499511	60344	188488
Philippines	2020-12-18	109581078	1482	36	420	456562	8875	420666
"Korea, South"	2020-12-18	51269185	1095	15	388	48570	659	34334
Netherlands	2020-12-18	17134872	12283	54	56	674967	10492	8461
Canada	2020-12-18	37742154	6264	102	5913	498273	14166	410988
Malaysia	2020-12-18	32365999	1153	1	998	90816	432	75243
US	2020-12-18	331002651	198785	2754	0	17571232	318226	0
Mexico	2020-12-18	128932753	12129	627	8718	1301546	117249	962397
Japan	2020-12-18	126476461	2989	40	2522	193654	2841	160630
Thailand	2020-12-18	69799978	34	0	17	4297	60	4024
Turkey	2020-12-18	84339067	22195	241	25516	1982090	17610	1753552
Spain	2020-12-18	46754778	0	0	0	1797236	48926	150376
Hong Kong(China)	2020-12-18	7547652	109	0	109	7969	129	6628
Singapore	2020-12-18	5850342	17	0	9	58386	29	58265
India	2020-12-18	1380004385	26624	341	29690	10004599	145136	9550712
Indonesia	2020-12-18	273523615	7751	145	4265	650197	19514	531995
United Kingdom	2020-12-18	67886011	27249	537	90	1982831	66640	4267
Vietnam	2020-12-18	97338579	1	0	3	1410	35	1266
China	2020-12-18	1431776124	23	0	19	86852	4634	81910
United Arab Emirates	2020-12-19	9890402	1171	3	866	192404	634	168129
Australia	2020-12-19	25499884	30	0	5	28168	908	22512
Brazil	2020-12-19	212559417	24484	419	19579	7218141	186461	6388938
Germany	2020-12-19	83783942	6444	229	16610	1508518	26171	1107115
Russia	2020-12-19	145934462	28510	498	20766	2792615	49744	2233060
France	2020-12-19	65273511	12858	131	235	2516939	60533	189403
Philippines	2020-12-19	109581078	1745	36	8048	458044	8911	421086
"Korea, South"	2020-12-19	51269185	926	24	433	49665	674	34722
Netherlands	2020-12-19	17134872	13072	32	72	687250	10546	8517
Canada	2020-12-19	37742154	6022	89	5274	504537	14268	416901
Malaysia	2020-12-19	32365999	1340	4	1067	91969	433	76241
US	2020-12-19	331002651	193417	1769	0	17770017	320980	0
Mexico	2020-12-19	128932753	6870	326	6887	1313675	117876	971115
Japan	2020-12-19	126476461	2491	36	2025	196643	2881	163152
Thailand	2020-12-19	69799978	576	0	12	4331	60	4041
Turkey	2020-12-19	84339067	20316	246	21218	2004285	17851	1779068
Spain	2020-12-19	46754778	0	0	0	1797236	48926	150376
Hong Kong(China)	2020-12-19	7547652	74	1	100	8078	129	6737
Singapore	2020-12-19	5850342	19	0	5	58403	29	58274
India	2020-12-19	1380004385	24337	333	25709	10031223	145477	9580402
Indonesia	2020-12-19	273523615	6982	221	5551	657948	19659	536260
United Kingdom	2020-12-19	67886011	36084	326	21	2010080	67177	4357
Vietnam	2020-12-19	97338579	2	0	0	1411	35	1269
China	2020-12-19	1431776124	23	0	15	86875	4634	81929
United Arab Emirates	2020-12-20	9890402	1077	2	845	193575	637	168995
Australia	2020-12-20	25499884	21	0	7	28198	908	22517
Brazil	2020-12-20	212559417	27645	561	60793	7242625	186880	6408517
Germany	2020-12-20	83783942	19256	710	24218	1514962	26400	1123725
Russia	2020-12-20	145934462	28917	481	19684	2821125	50242	2253826
France	2020-12-20	65273511	5960	354	658	2529797	60664	189638
Philippines	2020-12-20	109581078	1716	10	73	459789	8947	429134
"Korea, South"	2020-12-20	51269185	869	24	773	50591	698	35155
Netherlands	2020-12-20	17134872	11218	28	38	700322	10578	8589
Canada	2020-12-20	37742154	7518	110	7197	510559	14357	422175
Malaysia	2020-12-20	32365999	2018	1	1084	93309	437	77308
US	2020-12-20	331002651	200911	1797	0	17963434	322749	0
Mexico	2020-12-20	128932753	5370	396	9326	1320545	118202	978002
Japan	2020-12-20	126476461	1811	48	2180	199134	2917	165177
Thailand	2020-12-20	69799978	382	0	25	4907	60	4053
Turkey	2020-12-20	84339067	19103	254	34419	2024601	18097	1800286
Spain	2020-12-20	46754778	22013	334	0	1797236	48926	150376
Hong Kong(China)	2020-12-20	7547652	85	1	73	8152	130	6837
Singapore	2020-12-20	5850342	10	0	8	58422	29	58279
India	2020-12-20	1380004385	19556	301	30376	10055560	145810	9606111
Indonesia	2020-12-20	273523615	6848	205	5073	664930	19880	541811
United Kingdom	2020-12-20	67886011	33517	215	11	2046164	67503	4378
Vietnam	2020-12-20	97338579	1	0	0	1413	35	1269
China	2020-12-20	1431776124	15	0	7	86898	4634	81944
United Arab Emirates	2020-12-21	9890402	1226	3	1611	194652	639	169840
Australia	2020-12-21	25499884	18	0	2	28219	908	22524
Brazil	2020-12-21	212559417	56665	969	32031	7270270	187441	6469310
Germany	2020-12-21	83783942	36153	986	23501	1534218	27110	1147943
Russia	2020-12-21	145934462	28340	551	23779	2850042	50723	2273510
France	2020-12-21	65273511	11861	802	1596	2535757	61018	190296
Philippines	2020-12-21	109581078	1310	64	212	461505	8957	429207
"Korea, South"	2020-12-21	51269185	1090	17	798	51460	722	35928
Netherlands	2020-12-21	17134872	9889	114	116	711540	10606	8627
Canada	2020-12-21	37742154	6167	121	8086	518077	14467	429372
Malaysia	2020-12-21	32365999	2062	1	911	95327	438	78392
US	2020-12-21	331002651	203439	3298	0	18164345	324546	0
Mexico	2020-12-21	128932753	12511	897	8974	1325915	118598	987328
Japan	2020-12-21	126476461	2694	48	1829	200945	2965	167357
Thailand	2020-12-21	69799978	427	0	17	5289	60	4078
Turkey	2020-12-21	84339067	19256	251	32110	2043704	18351	1834705
Spain	2020-12-21	46754778	10654	260	0	1819249	49260	150376
Hong Kong(China)	2020-12-21	7547652	63	1	85	8237	131	6910
Singapore	2020-12-21	5850342	29	0	17	58432	29	58287
India	2020-12-21	1380004385	23950	333	26895	10075116	146111	9636487
Indonesia	2020-12-21	273523615	6347	172	5838	671778	20085	546884
United Kingdom	2020-12-21	67886011	36931	691	23	2079681	67718	4389
Vietnam	2020-12-21	97338579	6	0	12	1414	35	1269
China	2020-12-21	1431776124	15	0	17	86913	4634	81951
United Arab Emirates	2020-12-22	9890402	1246	3	1533	195878	642	171451
Australia	2020-12-22	25499884	25	0	4	28237	908	22526
Brazil	2020-12-22	212559417	45679	965	11376	7326935	188410	6501341
Germany	2020-12-22	83783942	33758	813	26028	1570371	28096	1171444
Russia	2020-12-22	145934462	26814	536	24073	2878382	51274	2297289
France	2020-12-22	65273511	14986	277	1300	2547618	61820	191892
Philippines	2020-12-22	109581078	1189	27	553	462815	9021	429419
"Korea, South"	2020-12-22	51269185	983	17	699	52550	739	36726
Netherlands	2020-12-22	17134872	10473	105	59	721429	10720	8743
Canada	2020-12-22	37742154	6821	145	6708	524244	14588	437458
Malaysia	2020-12-22	32365999	1348	5	710	97389	439	79303
US	2020-12-22	331002651	222507	3379	0	18367784	327844	0
Mexico	2020-12-22	128932753	11653	816	8946	1338426	119495	996302
Japan	2020-12-22	126476461	3276	56	2773	203639	3013	169186
Thailand	2020-12-22	69799978	46	0	21	5716	60	4095
Turkey	2020-12-22	84339067	19650	259	34492	2062960	18602	1866815
Spain	2020-12-22	46754778	12386	178	0	1829903	49520	150376
Hong Kong(China)	2020-12-22	7547652	53	1	117	8300	132	6995
Singapore	2020-12-22	5850342	21	0	18	58461	29	58304
India	2020-12-22	1380004385	24712	312	29791	10099066	146444	9663382
Indonesia	2020-12-22	273523615	7514	151	5981	678125	20257	552722
United Kingdom	2020-12-22	67886011	39387	748	314	2116612	68409	4412
Vietnam	2020-12-22	97338579	1	0	0	1420	35	1281
China	2020-12-22	1431776124	17	0	24	86928	4634	81968
United Arab Emirates	2020-12-23	9890402	1311	2	1495	197124	645	172984
Australia	2020-12-23	25499884	12	0	2	28262	908	22530
Brazil	2020-12-23	212559417	58211	760	0	7372614	189375	6512717
Germany	2020-12-23	83783942	26467	421	22805	1604129	28909	1197472
Russia	2020-12-23	145934462	29499	624	26338	2905196	51810	2321362
France	2020-12-23	65273511	21718	291	1367	2562604	62097	193192
Philippines	2020-12-23	109581078	1720	7	518	464004	9048	429972
"Korea, South"	2020-12-23	51269185	1237	17	623	53533	756	37425
Netherlands	2020-12-23	17134872	11591	89	71	731902	10825	8802
Canada	2020-12-23	37742154	6844	144	3953	531065	14733	444166
Malaysia	2020-12-23	32365999	1581	2	1085	98737	444	80013
US	2020-12-23	331002651	211518	2922	0	18590291	331223	0
